First_Name,Last_Name,gender_id,origin_country_id,Date_of_Birth,Date_Hired,dept_id,site_id,pos_id
Ying Ying,Wong,310,1000,01-09-75,15-03-20,3010,1001,3016
Shi Wei,Wong,311,1000,15-08-00,29-06-23,3010,2001,3015
Li Ling,Wong,310,1000,09-05-64,01-11-21,2010,1002,2012
Zhi Liang,Lim,311,1000,08-11-74,03-11-21,2010,1002,2011
Zhi Liang,Lim,310,1000,13-06-85,04-09-22,8010,1003,8014
Yan Xiu,Wong,311,1000,17-11-00,22-12-23,5010,1001,5012
Wei Kit,Lim,311,1000,24-03-79,26-06-23,4010,1003,4014
Hui Shan,Tan,310,1000,24-09-87,10-07-23,9010,1003,9016
Jin Yi,Tan,310,1000,01-02-79,17-07-20,3010,1003,3016
Cheng Hong,Tan,311,1000,17-07-79,02-12-19,4010,1001,4014
Li Ping,Tan,310,1000,11-06-03,11-05-20,6010,1002,6011
Mei Yan,Lim,310,1000,15-01-85,05-06-21,5010,1001,5012
Ying Ying,Ng,310,1000,20-10-68,06-09-20,7010,2001,7011
Keng Hock,Tan,311,1000,04-07-84,27-04-23,1010,1003,1012
Yu Ling,Sim,310,1000,19-05-75,26-08-24,4010,1002,4011
Keng Liang,Chen,311,1000,17-10-87,04-08-21,5010,1003,5014
Zhi Liang,Lau,310,1000,08-08-95,13-01-24,2010,1002,2011
Heng Yew,Wong,311,1000,24-08-74,13-04-22,6010,1001,6011
Pei Ying,Sim,310,1000,25-12-66,04-09-22,6010,2001,6011
Pui Yung,Lim,310,1000,19-04-06,11-01-23,9010,1002,9017
Shu Yi,Wong,310,1000,11-05-99,22-07-22,5010,1002,5013
Mei Ling,Ong,310,1000,08-05-02,15-09-20,6010,1003,6013
Huan Ying,Low,310,1000,19-01-89,16-11-22,3010,2001,3016
Seng Chai,Wong,311,1000,26-12-76,22-09-21,4010,1002,4012
Li Na,Lim,310,1000,17-08-86,29-08-20,5010,1003,5011
Kah Mun,Lim,311,1000,07-01-91,12-04-23,4010,2001,4014
Sze Ling,Goh,310,1000,05-04-81,04-03-22,4010,1001,4011
Wan Yi,Wong,311,1000,25-09-86,04-05-21,4010,1001,4012
Ying Ying,Goh,310,1000,30-01-82,15-01-21,1010,2001,1011
Jin Hao,Wong,310,1000,29-11-68,14-09-23,4010,1001,4012
Xin Yi,Wong,311,1000,01-07-81,29-01-21,1010,1001,1012
Koon Peng,Ng,311,1000,04-10-00,08-11-23,5010,2001,5012
Pui Yung,Yeo,310,1000,29-03-82,11-06-20,7010,1003,7012
Wai Ching,Sim,310,1000,21-06-65,01-05-22,8010,2001,8012
Ying Ying,Ng,310,1000,14-09-96,06-09-21,9010,2001,9017
Wei Ting,Chai,310,1000,02-04-64,18-08-23,5010,1003,5011
Jia Wei,Tan,311,1000,30-03-80,28-07-24,6010,1002,6014
Xin Yi,Lim,310,1000,10-12-68,19-04-21,7010,2001,7013
Jin Hao,Tan,311,1000,18-01-73,05-11-23,8010,1003,8011
Zhi Wei,Wong,311,1000,22-06-01,22-01-22,1010,1002,1012
Donna,Ortiz,310,3000,16-03-93,27-06-24,8010,1001,8014
Joseph,Garner,310,13000,25-10-89,27-11-21,2010,1001,2014
Travis,Higgins,311,5000,20-12-79,25-01-22,2010,2001,2012
Gary,Mendoza,311,13000,09-12-79,26-01-22,8010,2001,8014
William,Johnson,310,13000,08-07-06,19-11-19,7010,1001,7012
Natasha,Davis,310,10000,08-06-84,11-01-20,7010,1003,7014
Jasmine,Richard,310,3000,14-12-04,30-11-21,7010,2001,7012
Kelly,Williams,310,10000,29-04-97,22-08-24,2010,1001,2014
Lindsay,Thomas,310,7000,23-05-91,19-04-21,7010,1003,7012
Allison,Andrade,310,10000,19-10-68,13-01-22,7010,1002,7014
Chariya,Boonmee,310,14000,17-07-84,12-11-22,7010,1002,7014
Pamela,Blackburn,310,3000,07-08-92,06-01-23,8010,1003,8012
Stacie,Fox,310,10000,17-06-06,26-05-21,2010,1003,2014
Teresa,Bass,310,7000,22-11-03,02-06-22,4010,1001,4014
Christopher,Martinez,311,15000,10-08-70,31-03-22,9050,1003,9052
Sara,Mcintyre,310,13000,08-04-99,02-12-19,8010,1002,8012
Morgan,Briggs,311,9000,05-01-72,13-08-20,5010,1003,5014
Justin,Anderson,311,10000,05-12-01,13-04-22,9010,2001,9015
Amber,Vasquez,310,13000,20-11-02,20-07-24,6010,1003,6014
Melissa,Camacho,310,5000,07-12-79,30-01-21,7010,1001,7014
Stephanie,Goodwin,310,13000,18-10-02,08-04-24,7010,1002,7012
Jonathan,Le,311,10000,15-12-82,27-01-24,8010,1001,8014
Margaret,Gutierrez,310,2000,08-03-05,04-06-22,7010,2001,7012
Debra,Murillo,310,3000,11-10-86,04-06-24,5010,2001,5014
Melissa,Davis,310,3000,04-07-78,09-04-21,9050,1003,9054
Sarah,Kirk,310,2000,19-12-91,13-10-20,5010,1002,5012
Stephanie,Vazquez,310,13000,08-05-03,10-04-21,9010,1003,9015
Paige,Phillips,310,7000,30-11-90,28-05-24,9050,1003,9052
Anong,Chaiprasit,310,14000,15-11-83,04-09-22,2010,1002,2014
Sandra,Cook,310,15000,04-12-91,21-05-22,9050,1002,9052
Nicole,Hutchinson,310,12000,22-10-03,12-01-23,2010,1002,2012
Worawit,Suksan,311,14000,26-11-80,19-01-20,9050,2001,9054
Francis,Ruiz,311,10000,30-08-92,13-04-24,2010,1002,2014
Sandra,Phillips,310,2000,20-05-65,14-04-20,9010,2001,9017
Brian,Gardner,311,15000,28-02-79,12-12-22,1010,1002,1014
Jintana,Wongchai,310,14000,20-11-92,08-05-24,9050,1001,9052
Steven,Peterson,311,13000,14-05-83,12-04-21,3010,1002,3015
Heather,Hernandez,310,10000,29-07-73,03-04-21,7010,2001,7014
Jacob,Delgado,311,3000,10-04-94,09-10-23,9050,1002,9054
Ratchanon,Chavalit,311,14000,22-04-85,02-09-22,9050,1003,9054
Joe,Wade,311,3000,20-07-64,14-02-22,9050,1003,9052
Anita,Morris,310,13000,23-02-97,03-09-24,1010,1001,1012
Walter,Williamson,311,2000,19-12-66,03-04-21,6010,1002,6012
Kelly,Jackson,310,2000,26-03-75,08-05-20,2010,1003,2012
Kannika,Kittisak,310,14000,08-12-04,19-05-24,9050,1003,9052
John,Roberts,311,3000,18-10-05,25-08-24,9010,1002,9015
Jennifer,Brown,310,3000,10-07-67,20-10-21,8010,2001,8014
Jessica,Gibson,310,3000,01-06-01,12-06-24,7010,1003,7014
Lisa,Buckley,310,7000,15-09-92,31-03-21,2010,1002,2014
Jessica,Banks,310,7000,02-02-92,23-08-22,6010,2001,6012
Charles,Thompson,311,13000,24-12-86,05-02-21,9010,2001,9017
Jamie,Rodriguez,311,10000,30-11-95,25-04-22,8010,1001,8012
Samantha,Cross,310,13000,27-04-05,26-02-23,3010,1003,3015
Sarah,Trevino,310,2000,27-02-69,12-04-20,1010,1001,1014
Patcharaporn,Poonpat,310,14000,02-01-74,27-12-22,7010,1003,7014
Mellisa,Tucker,310,13000,29-07-88,22-03-23,8010,1001,8012
Patrick,Marsh,311,12000,22-07-99,18-09-22,6010,2001,6012
Nancy,Lawson,310,5000,18-06-72,17-08-24,3010,1001,3015
Kimberly,Gray,310,3000,10-11-96,10-11-21,5010,1001,5014
Beth,Mcdonald,310,10000,13-07-73,26-03-21,2010,2001,2014
Jason,Collins,311,12000,29-06-82,29-12-23,7010,2001,7014
Brian,Vega,311,3000,27-01-72,13-11-22,7010,1001,7012
Chatri,Somboon,311,14000,10-05-93,21-06-24,9050,1001,9052
Briana,Thomas,310,5000,06-04-92,10-07-24,8010,2001,8012
Joy,Hughes,310,9000,29-06-71,05-05-23,5010,1002,5012
Anthony,Leon,311,13000,31-07-98,07-01-22,9010,1002,9017
Supachai,Prasertsak,311,14000,06-03-93,23-11-22,9050,1001,9052
Brianna,Lawrence,310,5000,13-09-86,14-12-22,5010,1003,5014
Paul,Johns,311,5000,09-09-99,06-01-24,8010,1002,8014
William,Rodriguez,311,5000,27-08-68,23-09-24,4010,1003,4012
Gina,Shah,310,3000,14-08-64,02-12-20,7010,1003,7012
Alan,Anderson,311,9000,01-12-92,07-05-21,1010,1001,1014
Laura,Lamb,310,3000,25-05-88,11-04-22,6010,1001,6012
Ronald,Rogers,311,5000,02-07-73,18-02-21,2010,1003,2012
Shannon,Rogers,310,15000,01-10-05,22-11-19,4010,1002,4012
Andrea,Baird,311,2000,16-08-81,04-05-24,9010,1002,9017
Rachanee,Thammasak,310,14000,18-07-72,22-05-21,9010,1002,9017
Ronald,Hoover,311,3000,12-11-90,22-12-21,5010,1003,5014
Brandi,Lewis,311,7000,18-01-72,08-08-24,3010,1001,3015
Sonia,Green,310,9000,21-10-02,15-04-22,9050,1003,9054
Brian,Johns,311,13000,10-03-84,19-02-21,7010,2001,7012
Rungnapa,Rungroj,310,14000,01-05-82,27-08-23,4010,1003,4012
Phuwadol,Srisuk,311,14000,29-03-78,05-03-21,8010,1001,8012
Katherine,White,310,7000,17-07-71,29-05-22,9010,1002,9015
Katherine,Taylor,310,2000,03-11-96,08-06-24,3010,2001,3017
Randall,Obrien,311,2000,31-05-82,03-01-23,8010,1002,8012
Amy,Powell,310,12000,26-07-79,11-03-21,4010,1001,4012
Thanawat,Suwannarat,311,14000,13-08-01,11-08-24,9010,1003,9017
Russell,Smith,311,5000,18-10-97,04-08-21,2010,2001,2012
Kyle,Hoffman,311,10000,03-04-96,04-05-21,4010,2001,4012
Bobby,Carey,311,7000,06-05-80,29-12-23,2010,1002,2012
Michelle,Brooks,310,2000,24-04-72,08-06-23,6010,1002,6014
Keith,Brooks,311,12000,20-03-79,25-06-20,1010,1003,1014
Jeffrey,Richards,311,12000,26-11-99,31-08-23,7010,2001,7014
Ryan,Wyatt,311,12000,28-07-74,31-08-20,8010,1002,8014
Lisa,Williams,310,9000,12-04-90,19-10-22,4010,1001,4014
Logan,Yang,311,15000,13-04-88,11-10-21,8010,1003,8014
David,Deleon,311,13000,13-05-91,04-07-20,2010,1003,2012
Thomas,Campbell,311,9000,30-11-94,24-09-23,7010,2001,7014
David,Delacruz,311,13000,04-09-98,18-05-24,2010,2001,2014
Amber,Hall,310,13000,28-01-72,08-09-24,1010,1003,1014
Saengdao,Nimit,310,14000,10-11-97,09-08-24,7010,1001,7012
Siriporn,Thammarat,310,14000,26-09-82,22-12-19,5010,1002,5014
Angela,Moore,310,7000,27-06-85,15-08-23,8010,2001,8012
Marilyn,Hess,310,10000,18-10-99,18-09-21,9050,1002,9052
Thip Wanee,Sangwong,310,14000,04-03-71,13-11-20,3010,1002,3015
Hannah,Rivas,310,7000,09-06-01,10-04-23,3010,1002,3015
Sarah,Reed,310,7000,04-11-79,07-08-23,9010,1001,9015
Shane,Gonzalez,310,5000,23-11-73,14-10-20,8010,2001,8012
Sara,Hudson,310,10000,14-05-76,22-09-21,5010,1002,5012
Michele,Stewart,310,5000,04-09-89,30-12-22,5010,1001,5014
Ian,Wilson,311,9000,16-04-69,02-06-24,9010,1002,9015
Jill,Holmes,310,10000,11-01-90,21-01-21,1010,1001,1014
Glenn,Brown,310,5000,17-08-66,05-01-21,5010,1003,5012
Johnny,Sullivan,310,7000,20-04-66,13-11-19,7010,1001,7012
Valerie,Vongchai,310,14000,09-12-84,16-12-23,2010,2001,2014
Cheryl,Lee,310,2000,15-09-99,29-09-24,2010,1001,2014
Thiraphong,Boonlert,311,14000,30-04-76,18-01-24,8010,2001,8014
Randy,Thompson,311,13000,13-07-89,30-10-19,2010,1003,2014
Daniel,Payne,311,13000,30-12-03,02-11-19,2010,1003,2012
Michael,Lucas,311,10000,06-01-69,17-01-21,9050,1001,9052
Sarah,Scott,310,7000,27-08-02,31-03-23,3010,2001,3017
Shawn,Herring,310,12000,19-12-98,05-12-21,6010,1002,6012
Jorge,Clark,311,7000,20-12-92,18-08-22,3010,1001,3015
Sarawut,Srisawat,311,14000,16-06-06,20-06-24,3010,2001,3015
Joanna,Moore,310,5000,24-12-64,31-08-24,7010,1002,7012
Wayne,Alexander,311,9000,02-02-74,16-06-22,4010,1001,4012
Anita,Davis,310,5000,17-05-93,12-01-24,1010,1002,1012
Morgan,Mcclure,311,3000,21-10-88,03-10-24,2010,1002,2012
Danielle,Jones,310,10000,06-10-80,24-07-21,8010,1003,8012
Patrick,Roberts,311,13000,22-12-74,24-02-22,5010,1001,5012
Robert,Martinez,311,13000,23-09-73,19-02-23,4010,1001,4014
Chelsea,Hart,311,15000,25-04-68,14-09-23,1010,1001,1014
Anthony,Hickman,311,12000,29-12-95,19-12-23,6010,1001,6012
Anthony,Huang,311,9000,16-12-00,05-07-23,4010,1002,4014
Justin,Esparza,311,10000,16-10-96,24-05-20,4010,2001,4014
Sarah,Flores,310,12000,19-01-96,12-05-22,4010,2001,4014
Larry,Cline,311,7000,22-08-99,10-11-19,1010,1001,1014
Suttipong,Yuthasak,311,14000,30-06-94,08-09-23,8010,1003,8012
Maria,Fisher,310,5000,09-05-81,03-07-21,8010,1001,8014
Holly,Lewis,310,13000,22-06-04,11-07-20,3010,2001,3015
Andrew,Reed,311,2000,29-04-85,18-08-20,1010,1003,1012
Mark,Gomez,311,13000,04-04-74,25-04-23,6010,1002,6012
Nicole,Mcgrath,310,10000,11-11-64,13-04-24,6010,2001,6014
Billy,Stewart,310,10000,06-01-81,08-07-22,7010,1001,7014
Carrie,Jones,310,9000,20-02-90,01-07-22,4010,2001,4012
Tanya,Campbell,310,15000,25-08-83,02-05-22,7010,1002,7012
Peggy,Brown,310,5000,16-12-63,14-10-21,2010,2001,2014
Tammy,Foster,310,12000,16-06-95,15-02-21,4010,1002,4014
Chris,Gillespie,310,3000,14-12-91,12-03-20,1010,2001,1012
Tyler,Owen,311,15000,06-02-97,12-04-22,5010,1003,5012
Kevin,Jones,311,5000,17-03-89,16-03-24,3010,2001,3015
Nittaya,Intarachai,310,14000,05-07-95,25-08-20,5010,1003,5014
Daniel,Pearson,311,12000,11-05-05,03-07-24,9050,2001,9052
Carrie,Wood,310,9000,12-02-94,28-03-22,7010,2001,7014
Dorothy,Adams,310,15000,17-03-02,17-02-24,4010,1003,4014
Pongsak,Chaisuwan,311,14000,31-10-88,09-08-22,1010,2001,1012
Anthony,Shelton,311,5000,18-03-97,26-05-21,8010,1002,8014
Juan,Fields,311,3000,27-01-03,24-07-23,8010,1003,8012
Pattama,Panyarachun,310,14000,30-10-87,08-11-23,4010,1001,4012
Bryan,Mayer,311,12000,25-06-65,23-01-24,6010,1003,6012
Nattapong,Somchai,311,14000,19-12-04,11-08-23,2010,1003,2014
Olivia,Shea,310,13000,20-07-91,09-05-24,4010,1003,4012
Charles,Moore,311,15000,14-12-88,06-06-20,6010,2001,6014
Julie,Kelly,310,10000,08-03-78,16-04-24,8010,1002,8012
Richard,Hampton,311,3000,18-08-97,10-10-22,5010,1001,5012
Elizabeth,Martinez,310,2000,26-04-98,22-12-19,7010,1002,7012
Kittisak,Kraipob,311,14000,14-08-67,08-12-21,9010,1003,9015
Victor,Villegas,310,3000,15-10-72,05-02-24,5010,1002,5012
Elizabeth,Novak,310,2000,12-10-04,26-11-22,8010,2001,8012
John,Brown,311,13000,09-02-72,13-11-21,4010,1001,4014
Cynthia,Johnson,310,10000,20-10-66,24-11-21,9010,1002,9017
Julie,Conway,310,2000,27-10-67,23-01-20,9010,1003,9017
Kevin,Mcfarland,311,7000,31-01-68,29-05-23,6010,1001,6014
Bobby,Johnson,310,15000,30-06-69,27-07-20,4010,1001,4012
Derek,Choi,311,13000,30-09-05,21-06-21,9050,2001,9052
Kevin,Peterson,310,9000,28-01-75,28-11-22,9010,1002,9015
Heather,Lewis,310,7000,08-05-95,30-12-21,1010,1002,1012
Rebecca,Russell,310,9000,16-10-87,03-03-20,8010,1001,8012
Jon,Oliver,311,13000,26-07-71,16-02-21,2010,2001,2014
Shannon,Phillips,310,7000,13-12-88,02-12-23,4010,1001,4014
Casey,Dean,311,10000,25-09-91,09-10-22,8010,1002,8012
Supatra,Wattanachai,310,14000,03-04-75,26-01-24,2010,2001,2014
Viyada Ploy ,Boonserm,310,14000,02-01-66,07-12-22,3010,2001,3015
Rose,Anderson,310,3000,13-09-06,09-07-24,9050,1002,9052
Orathai,Supasiri,310,14000,03-09-72,07-05-21,4010,1002,4012
James,Keith,311,10000,28-02-70,05-11-23,9010,1003,9015
Jenna,Johnson,310,7000,14-11-67,13-08-20,8010,1003,8012
Terri,Short,310,9000,17-08-81,01-09-23,6010,1001,6012
Julie,Richardson,310,3000,08-07-01,24-11-23,6010,1002,6014
Beverly,Curtis,311,3000,24-09-02,06-01-22,7010,1001,7012
Luke,Kelley,311,3000,18-11-97,15-02-21,7010,1001,7012
Susan,West,310,15000,09-04-74,24-04-22,5010,1001,5014
Sally,Bailey,310,15000,19-10-72,17-10-21,6010,1003,6014
Megan,Rojas,310,2000,24-03-71,04-08-23,9050,2001,9054
Susan,Jackson,310,2000,28-05-78,12-01-21,3010,1002,3017
Richard,Jones,311,12000,26-08-95,18-06-22,9010,1003,9017
Dawn,Wilcox,311,10000,12-12-63,30-12-22,1010,1001,1012
Cynthia,Russell,310,5000,31-10-97,16-01-21,9050,2001,9052
Travis,Norman,310,13000,18-02-91,15-06-24,2010,1002,2012
